Plot	SubPlot	CensusYear	X	Y	BA	ID	Deltat	DeltaBA	BAlag	DeltaBADeltat
6	2	1985	(210,220]	(210,220]	1494.1466057467148	P6_C2_X(210,220]_Y(210,220]	1	14.8014097075461	1479.3451960391687	14.8014097075461
6	2	1985	(220,230]	(220,230]	1728.2635270348933	P6_C2_X(220,230]_Y(220,230]	1	9.23098669933006	1719.0325403355632	9.23098669933006
6	2	1985	(230,240]	(230,240]	1618.2874613583933	P6_C2_X(230,240]_Y(230,240]	1	4.615493349664803	1613.6719680087285	4.615493349664803
6	2	1985	(240,250]	(240,250]	2035.2734122591596	P6_C2_X(240,250]_Y(240,250]	1	9.708451528605565	2025.564960730554	9.708451528605565
6	3	1985	(0,10]	(0,10]	1692.0080309985594	P6_C3_X(0,10]_Y(0,10]	1	5.411268065124432	1686.596762933435	5.411268065124432
6	3	1985	(10,20]	(10,20]	1946.30579907079	P6_C3_X(10,20]_Y(10,20]	1	44.24507417954692	1902.0607248912431	44.24507417954692
6	3	1985	(20,30]	(20,30]	2078.133838433807	P6_C3_X(20,30]_Y(20,30]	1	18.143663512475996	2059.990174921331	18.143663512475996
6	3	1985	(30,40]	(30,40]	1628.5211241992024	P6_C3_X(30,40]_Y(30,40]	1	18.78028328484379	1609.7408409143586	18.78028328484379
6	3	1985	(40,50]	(40,50]	1612.876193293269	P6_C3_X(40,50]_Y(40,50]	1	37.08310174041162	1575.7930915528573	37.08310174041162
6	3	1985	(50,60]	(50,60]	1777.8084608194004	P6_C3_X(50,60]_Y(50,60]	1	34.05915782166562	1743.7493029977347	34.05915782166562
6	3	1985	(60,70]	(60,70]	1747.6804300921044	P6_C3_X(60,70]_Y(60,70]	1	19.735212943395027	1727.9452171487094	19.735212943395027
6	3	1985	(70,80]	(70,80]	1259.2339097430772	P6_C3_X(70,80]_Y(70,80]	1	31.990143561471086	1227.2437661816061	31.990143561471086
6	3	1985	(80,90]	(80,90]	1412.9775847698481	P6_C3_X(80,90]_Y(80,90]	1	36.60563691113589	1376.3719478587122	36.60563691113589
6	3	1985	(90,100]	(90,100]	1434.3043471441622	P6_C3_X(90,100]_Y(90,100]	1	65.73099149695281	1368.5733556472094	65.73099149695281
6	3	1985	(100,110]	(100,110]	1754.3967686905826	P6_C3_X(100,110]_Y(100,110]	1	12.732395447351792	1741.6643732432308	12.732395447351792
6	3	1985	(110,120]	(110,120]	1476.5408859418894	P6_C3_X(110,120]_Y(110,120]	1	25.305635951611293	1451.2352499902781	25.305635951611293
6	3	1985	(120,130]	(120,130]	1033.2338905525855	P6_C3_X(120,130]_Y(120,130]	1	14.48309982136243	1018.7507907312231	14.48309982136243
6	4	1985	(120,130]	(120,130]	1083.619162436618	P6_C4_X(120,130]_Y(120,130]	1	18.939438227935625	1064.6797242086823	18.939438227935625
6	4	1985	(130,140]	(130,140]	1226.4479914661467	P6_C4_X(130,140]_Y(130,140]	1	18.143663512475996	1208.3043279536707	18.143663512475996
6	4	1985	(140,150]	(140,150]	1127.9310816922634	P6_C4_X(140,150]_Y(140,150]	1	8.116902097686761	1119.8141795945767	8.116902097686761
6	4	1985	(150,160]	(150,160]	1455.94941940466	P6_C4_X(150,160]_Y(150,160]	1	38.51549622823859	1417.4339231764213	38.51549622823859
6	4	1985	(160,170]	(160,170]	1374.8122294164118	P6_C4_X(160,170]_Y(160,170]	1	19.576058000303192	1355.2361714161086	19.576058000303192
6	4	1985	(170,180]	(170,180]	1284.0620808654128	P6_C4_X(170,180]_Y(170,180]	1	5.25211312203237	1278.8099677433804	5.25211312203237
6	4	1985	(180,190]	(180,190]	1472.9789983154928	P6_C4_X(180,190]_Y(180,190]	1	7.957747154594699	1465.0212511608981	7.957747154594699
6	4	1985	(190,200]	(190,200]	1716.9603429765068	P6_C4_X(190,200]_Y(190,200]	1	21.00845248813016	1695.9518904883766	21.00845248813016
6	4	1985	(200,210]	(200,210]	1398.8127948346696	P6_C4_X(200,210]_Y(200,210]	1	2.2281692032865976	1396.584625631383	2.2281692032865976
6	4	1985	(210,220]	(210,220]	1347.5649031590792	P6_C4_X(210,220]_Y(210,220]	1	14.16478993517876	1333.4001132239005	14.16478993517876
6	4	1985	(220,230]	(220,230]	1303.9564487518999	P6_C4_X(220,230]_Y(220,230]	1	22.12253708977346	1281.8339116621264	22.12253708977346
6	4	1985	(230,240]	(230,240]	1778.0790242226565	P6_C4_X(230,240]_Y(230,240]	1	13.687325105903028	1764.3916991167534	13.687325105903028
6	4	1985	(240,250]	(240,250]	1660.4635212777457	P6_C4_X(240,250]_Y(240,250]	1	47.74648292756865	1612.717038350177	47.74648292756865
11	1	1985	(0,10]	(0,10]	1971.1339701931258	P11_C1_X(0,10]_Y(0,10]	1	3.0239439187459993	1968.1100262743798	3.0239439187459993
11	1	1985	(10,20]	(10,20]	1875.6410043379885	P11_C1_X(10,20]_Y(10,20]	1	5.729577951308329	1869.9114263866802	5.729577951308329
11	1	1985	(20,30]	(20,30]	1767.0973331493158	P11_C1_X(20,30]_Y(20,30]	1	-0.31830988618366973	1767.4156430354994	-0.31830988618366973
11	1	1985	(30,40]	(30,40]	2193.823566567306	P11_C1_X(30,40]_Y(30,40]	1	24.987326065427624	2168.8362405018784	24.987326065427624
11	1	1985	(40,50]	(40,50]	1574.3606970650303	P11_C1_X(40,50]_Y(40,50]	1	18.302818455568058	1556.0578786094623	18.302818455568058
11	1	1985	(50,60]	(50,60]	2188.794270365602	P11_C1_X(50,60]_Y(50,60]	1	26.101410667070922	2162.6928596985313	26.101410667070922
11	1	1985	(60,70]	(60,70]	1725.7170479454228	P11_C1_X(60,70]_Y(60,70]	1	17.188733853924532	1708.5283140914983	17.188733853924532
11	1	1985	(70,80]	(70,80]	1936.743770089829	P11_C1_X(70,80]_Y(70,80]	1	4.297183463481133	1932.4465866263479	4.297183463481133
11	1	1985	(80,90]	(80,90]	1635.6353501554102	P11_C1_X(80,90]_Y(80,90]	1	8.116902097686761	1627.5184480577234	8.116902097686761
11	1	1985	(90,100]	(90,100]	1729.6322595454835	P11_C1_X(90,100]_Y(90,100]	1	17.98450856938416	1711.6477509760994	17.98450856938416
11	1	1985	(100,110]	(100,110]	1625.131123911345	P11_C1_X(100,110]_Y(100,110]	1	4.61549334966503	1620.51563056168	4.61549334966503
11	1	1985	(110,120]	(110,120]	1609.8840803631413	P11_C1_X(110,120]_Y(110,120]	1	8.435211983870431	1601.4488683792708	8.435211983870431
11	1	1985	(120,130]	(120,130]	787.1803485325152	P11_C1_X(120,130]_Y(120,130]	1	5.729577951308215	781.4507705812069	5.729577951308215
11	2	1985	(120,130]	(120,130]	804.4327443636766	P11_C2_X(120,130]_Y(120,130]	1	5.888732894400164	798.5440114692765	5.888732894400164
11	2	1985	(130,140]	(130,140]	2006.1480576733427	P11_C2_X(130,140]_Y(130,140]	1	7.002817496043235	1999.1452401772995	7.002817496043235
11	2	1985	(140,150]	(140,150]	1850.0170585001933	P11_C2_X(140,150]_Y(140,150]	1	7.798592211502864	1842.2184662886905	7.798592211502864
11	2	1985	(150,160]	(150,160]	1592.3452056344145	P11_C2_X(150,160]_Y(150,160]	1	10.345071300973132	1582.0001343334413	10.345071300973132
11	2	1985	(160,170]	(160,170]	1941.5311507780332	P11_C2_X(160,170]_Y(160,170]	1	15.756339366097563	1925.7748114119356	15.756339366097563
11	2	1985	(170,180]	(170,180]	1485.7113937628444	P11_C2_X(170,180]_Y(170,180]	1	17.188733853924532	1468.5226599089199	17.188733853924532
11	2	1985	(180,190]	(180,190]	1848.3724574215778	P11_C2_X(180,190]_Y(180,190]	1	17.13568220622824	1831.2367752153496	17.13568220622824
11	2	1985	(190,200]	(190,200]	1797.0662089335196	P11_C2_X(190,200]_Y(190,200]	1	13.209860276627296	1783.8563486568924	13.209860276627296
11	2	1985	(200,210]	(200,210]	1466.771955534909	P11_C2_X(200,210]_Y(200,210]	1	5.729577951308329	1461.0423775836007	5.729577951308329
11	2	1985	(210,220]	(210,220]	1894.739597509016	P11_C2_X(210,220]_Y(210,220]	1	26.578875496346654	1868.1607220126693	26.578875496346654
11	2	1985	(220,230]	(220,230]	1806.7269139791977	P11_C2_X(220,230]_Y(220,230]	1	42.65352474862789	1764.0733892305698	42.65352474862789
11	2	1985	(230,240]	(230,240]	1564.0474567526767	P11_C2_X(230,240]_Y(230,240]	1	22.313523021485025	1541.7339337311917	22.313523021485025
11	2	1985	(240,250]	(240,250]	1765.3588714632351	P11_C2_X(240,250]_Y(240,250]	1	21.33900506224427	1744.0198664009908	21.33900506224427
11	3	1985	(0,10]	(0,10]	2015.3790443726728	P11_C3_X(0,10]_Y(0,10]	1	35.17324242330892	1980.2058019493638	35.17324242330892
11	3	1985	(10,20]	(10,20]	1529.7973129992995	P11_C3_X(10,20]_Y(10,20]	1	12.095775674983997	1517.7015373243155	12.095775674983997
11	3	1985	(20,30]	(20,30]	1514.5184384624777	P11_C3_X(20,30]_Y(20,30]	1	5.570423008216494	1508.9480154542612	5.570423008216494
11	3	1985	(30,40]	(30,40]	1668.4212684323404	P11_C3_X(30,40]_Y(30,40]	1	11.300000959524596	1657.1212674728158	11.300000959524596
11	3	1985	(40,50]	(40,50]	1675.5832408714757	P11_C3_X(40,50]_Y(40,50]	1	27.37465021180583	1648.2085906596699	27.37465021180583
11	3	1985	(50,60]	(50,60]	1650.971520471745	P11_C3_X(50,60]_Y(50,60]	1	16.609409861070162	1634.3621106106748	16.609409861070162
11	3	1985	(60,70]	(60,70]	1641.6514070042838	P11_C3_X(60,70]_Y(60,70]	1	29.76197435818449	1611.8894326460993	29.76197435818449
11	3	1985	(70,80]	(70,80]	2080.314261154166	P11_C3_X(70,80]_Y(70,80]	1	11.618310845708493	2068.6959503084577	11.618310845708493
11	3	1985	(80,90]	(80,90]	1845.4015651505283	P11_C3_X(80,90]_Y(80,90]	1	5.729577951308329	1839.67198719922	5.729577951308329
11	3	1985	(90,100]	(90,100]	1936.2790376560006	P11_C3_X(90,100]_Y(90,100]	1	22.60000191904919	1913.6790357369514	22.60000191904919
11	3	1985	(100,110]	(100,110]	1762.747098038138	P11_C3_X(100,110]_Y(100,110]	1	9.018780108541478	1753.7283179295964	9.018780108541478
11	3	1985	(110,120]	(110,120]	1902.219879834335	P11_C3_X(110,120]_Y(110,120]	1	7.957747154594699	1894.2621326797403	7.957747154594699
11	3	1985	(120,130]	(120,130]	1115.8353060172794	P11_C3_X(120,130]_Y(120,130]	1	2.8647889756541645	1112.9705170416253	2.8647889756541645
11	4	1985	(120,130]	(120,130]	1111.538122553798	P11_C4_X(120,130]_Y(120,130]	1	5.092958178940535	1106.4451643748575	5.092958178940535
11	4	1985	(130,140]	(130,140]	1699.9657781531541	P11_C4_X(130,140]_Y(130,140]	1	4.456338406572968	1695.5094397465812	4.456338406572968
11	4	1985	(140,150]	(140,150]	1529.00153828384	P11_C4_X(140,150]_Y(140,150]	1	20.371832715762594	1508.6297055680775	20.371832715762594
11	4	1985	(150,160]	(150,160]	1749.2719795230234	P11_C4_X(150,160]_Y(150,160]	1	48.22394775684438	1701.048031766179	48.22394775684438
11	4	1985	(160,170]	(160,170]	1649.8001400905887	P11_C4_X(160,170]_Y(160,170]	1	29.921129301276324	1619.8790107893124	29.921129301276324
11	4	1985	(170,180]	(170,180]	2016.9705938035918	P11_C4_X(170,180]_Y(170,180]	1	11.14084601643276	2005.829747787159	11.14084601643276
11	4	1985	(180,190]	(180,190]	1777.1240945641052	P11_C4_X(180,190]_Y(180,190]	1	8.435211983870431	1768.6888825802348	8.435211983870431
11	4	1985	(190,200]	(190,200]	2290.309659267337	P11_C4_X(190,200]_Y(190,200]	1	17.09960708579365	2273.2100521815432	17.09960708579365
11	4	1985	(200,210]	(200,210]	1548.1001314548676	P11_C4_X(200,210]_Y(200,210]	1	5.729577951308329	1542.3705535035592	5.729577951308329
11	4	1985	(210,220]	(210,220]	1543.4846381052025	P11_C4_X(210,220]_Y(210,220]	1	17.666198683200264	1525.8184394220023	17.666198683200264
11	4	1985	(220,230]	(220,230]	2100.367783983745	P11_C4_X(220,230]_Y(220,230]	1	6.366197723676123	2094.001586260069	6.366197723676123
11	4	1985	(230,240]	(230,240]	1875.1635395087128	P11_C4_X(230,240]_Y(230,240]	1	8.276057040778596	1866.8874824679342	8.276057040778596
11	4	1985	(240,250]	(240,250]	1868.3198769557612	P11_C4_X(240,250]_Y(240,250]	1	11.936620731892162	1856.383256223869	11.936620731892162
1	1	1986	(0,10]	(0,10]	2047.2100329910518	P1_C1_X(0,10]_Y(0,10]	1	21.485917317405892	2025.7241156736459	21.485917317405892
1	1	1986	(10,20]	(10,20]	1961.1358566680929	P1_C1_X(10,20]_Y(10,20]	1	-11.936620731892162	1973.072477399985	-11.936620731892162
1	1	1986	(20,30]	(20,30]	1538.7099898124457	P1_C1_X(20,30]_Y(20,30]	1	8.276057040778596	1530.433932771667	8.276057040778596
1	1	1986	(30,40]	(30,40]	1815.480435849252	P1_C1_X(30,40]_Y(30,40]	1	8.276057040778596	1807.2043788084734	8.276057040778596
1	1	1986	(40,50]	(40,50]	1738.2902884496825	P1_C1_X(40,50]_Y(40,50]	1	12.414085561167667	1725.8762028885149	12.414085561167667
1	1	1986	(50,60]	(50,60]	1519.8501290560562	P1_C1_X(50,60]_Y(50,60]	1	-0.4774648292755046	1520.3275938853317	-0.4774648292755046
1	1	1986	(60,70]	(60,70]	1423.0043461846376	P1_C1_X(60,70]_Y(60,70]	1	-66.52676621241244	1489.53111239705	-66.52676621241244
1	1	1986	(70,80]	(70,80]	1486.348013535212	P1_C1_X(70,80]_Y(70,80]	1	-66.3676112693206	1552.7156248045326	-66.3676112693206
1	1	1986	(80,90]	(80,90]	1449.5832216809843	P1_C1_X(80,90]_Y(80,90]	1	-52.36197627723345	1501.9451979582177	-52.36197627723345
1	1	1986	(90,100]	(90,100]	1568.1663866798938	P1_C1_X(90,100]_Y(90,100]	1	-31.67183367528719	1599.838220355181	-31.67183367528719
1	1	1986	(100,110]	(100,110]	1671.7635222372703	P1_C1_X(100,110]_Y(100,110]	1	0.6366197723675668	1671.1269024649027	0.6366197723675668
1	1	1986	(110,120]	(110,120]	1496.5880425737446	P1_C1_X(110,120]_Y(110,120]	1	-15.75633936609779	1512.3443819398424	-15.75633936609779
1	1	1986	(120,130]	(120,130]	643.4634349205335	P1_C1_X(120,130]_Y(120,130]	1	1.9098593171027005	641.5535756034308	1.9098593171027005
1	2	1986	(120,130]	(120,130]	1008.5648743733418	P1_C2_X(120,130]_Y(120,130]	1	3.8197186342055147	1004.7451557391363	3.8197186342055147
1	2	1986	(130,140]	(130,140]	1663.169155310308	P1_C2_X(130,140]_Y(130,140]	1	6.366197723675896	1656.8029575866321	6.366197723675896
1	2	1986	(140,150]	(140,150]	1454.2528277113004	P1_C2_X(140,150]_Y(140,150]	1	6.8436625529514	1447.409165158349	6.8436625529514
1	2	1986	(150,160]	(150,160]	1594.0959100084253	P1_C2_X(150,160]_Y(150,160]	1	-7.1619724391352975	1601.2578824475606	-7.1619724391352975
1	2	1986	(160,170]	(160,170]	1765.6649386614886	P1_C2_X(160,170]_Y(160,170]	1	7.798592211502864	1757.8663464499857	7.798592211502864
1	2	1986	(170,180]	(170,180]	1588.366332057117	P1_C2_X(170,180]_Y(170,180]	1	-12.57324050425973	1600.9395725613767	-12.57324050425973
1	2	1986	(180,190]	(180,190]	1347.4057482159874	P1_C2_X(180,190]_Y(180,190]	1	10.026761414789462	1337.378986801198	10.026761414789462
1	2	1986	(190,200]	(190,200]	1757.8663464499857	P1_C2_X(190,200]_Y(190,200]	1	-11.618310845708493	1769.4846572956942	-11.618310845708493
1	2	1986	(200,210]	(200,210]	1426.983219761935	P1_C2_X(200,210]_Y(200,210]	1	-7.002817496043463	1433.9860372579785	-7.002817496043463
1	2	1986	(210,220]	(210,220]	1906.4152041342375	P1_C2_X(210,220]_Y(210,220]	1	30.080284244368386	1876.334919889869	30.080284244368386
1	2	1986	(220,230]	(220,230]	1935.3241079974493	P1_C2_X(220,230]_Y(220,230]	1	0.3183098861838971	1935.0057981112654	0.3183098861838971
1	2	1986	(230,240]	(230,240]	1860.998749573534	P1_C2_X(230,240]_Y(230,240]	1	-20.371832715762594	1881.3705822892966	-20.371832715762594
1	2	1986	(240,250]	(240,250]	1177.5874239369348	P1_C2_X(240,250]_Y(240,250]	1	5.411268065124432	1172.1761558718104	5.411268065124432
1	3	1986	(0,10]	(0,10]	1541.097313958824	P1_C3_X(0,10]_Y(0,10]	1	-2.8647889756541645	1543.9621029344783	-2.8647889756541645
