Plot	SubPlot	CensusYear	X	Y	BA	ID	Deltat	DeltaBA	BAlag	DeltaBADeltat
13	1	1995	(30,40]	(30,40]	1830.4330427527354	P13_C1_X(30,40]_Y(30,40]	1	5.420817361709851	1825.0122253910256	5.420817361709851
13	1	1995	(40,50]	(40,50]	2226.1001890263424	P13_C1_X(40,50]_Y(40,50]	1	13.528170162810966	2212.5720188635314	13.528170162810966
13	1	1995	(50,60]	(50,60]	2037.5684265385448	P13_C1_X(50,60]_Y(50,60]	1	11.45915590261643	2026.1092706359284	11.45915590261643
13	1	1995	(60,70]	(60,70]	1646.457886285659	P13_C1_X(60,70]_Y(60,70]	1	-7.798592211502864	1654.2564784971619	-7.798592211502864
13	1	1995	(70,80]	(70,80]	1478.549421323709	P13_C1_X(70,80]_Y(70,80]	1	5.411268065124432	1473.1381532585847	5.411268065124432
13	1	1995	(80,90]	(80,90]	1701.366341652363	P13_C1_X(80,90]_Y(80,90]	1	5.729577951308329	1695.6367637010546	5.729577951308329
13	1	1995	(90,100]	(90,100]	1452.925475485914	P13_C1_X(90,100]_Y(90,100]	1	6.6845076098595655	1446.2409678760544	6.6845076098595655
13	1	1995	(100,110]	(100,110]	1670.3311277494433	P13_C1_X(100,110]_Y(100,110]	1	-5.888732894400164	1676.2198606438435	-5.888732894400164
13	1	1995	(110,120]	(110,120]	1554.6254841216353	P13_C1_X(110,120]_Y(110,120]	1	-25.305635951611293	1579.9311200732466	-25.305635951611293
13	1	1995	(120,130]	(120,130]	651.898646904404	P13_C1_X(120,130]_Y(120,130]	1	3.66056369111368	648.2380832132903	3.66056369111368
13	2	1995	(120,130]	(120,130]	796.8888000611207	P13_C2_X(120,130]_Y(120,130]	1	0.3183098861837834	796.5704901749369	0.3183098861837834
13	2	1995	(130,140]	(130,140]	2077.5608806386763	P13_C2_X(130,140]_Y(130,140]	1	8.7535218700541	2068.807358768622	8.7535218700541
13	2	1995	(140,150]	(140,150]	1490.005394127464	P13_C2_X(140,150]_Y(140,150]	1	-29.76197435818449	1519.7673684856484	-29.76197435818449
13	2	1995	(150,160]	(150,160]	1955.377630827028	P13_C2_X(150,160]_Y(150,160]	1	2.864788975653937	1952.512841851374	2.864788975653937
13	2	1995	(160,170]	(160,170]	1750.9431064254884	P13_C2_X(160,170]_Y(160,170]	1	7.798592211502864	1743.1445142139855	7.798592211502864
13	2	1995	(170,180]	(170,180]	1743.5424015717151	P13_C2_X(170,180]_Y(170,180]	1	6.366197723675668	1737.1762038480394	6.366197723675668
13	2	1995	(180,190]	(180,190]	1784.4452219463324	P13_C2_X(180,190]_Y(180,190]	1	-12.732395447351564	1797.177617393684	-12.732395447351564
13	2	1995	(190,200]	(190,200]	1800.5198711986138	P13_C2_X(190,200]_Y(190,200]	1	-8.912676813146163	1809.43254801176	-8.912676813146163
13	2	1995	(200,210]	(200,210]	1494.6240705759906	P13_C2_X(200,210]_Y(200,210]	1	11.140846016432533	1483.483224559558	11.140846016432533
13	2	1995	(210,220]	(210,220]	1417.9273035000062	P13_C2_X(210,220]_Y(210,220]	1	10.822536130248864	1407.1047673697574	10.822536130248864
13	2	1995	(220,230]	(220,230]	1311.4367310772188	P13_C2_X(220,230]_Y(220,230]	1	-22.60000191904919	1334.036732996268	-22.60000191904919
13	2	1995	(230,240]	(230,240]	1589.957881488036	P13_C2_X(230,240]_Y(230,240]	1	8.594366926962266	1581.3635145610738	8.594366926962266
13	2	1995	(240,250]	(240,250]	1407.24800681854	P13_C2_X(240,250]_Y(240,250]	1	7.798592211502864	1399.4494146070372	7.798592211502864
13	3	1995	(0,10]	(0,10]	1499.8761836980232	P13_C3_X(0,10]_Y(0,10]	1	-31.194368846011457	1531.0705525440346	-31.194368846011457
13	3	1995	(10,20]	(10,20]	1960.311434062877	P13_C3_X(10,20]_Y(10,20]	1	6.525352666767731	1953.7860813961092	6.525352666767731
13	3	1995	(20,30]	(20,30]	1818.3452248249062	P13_C3_X(20,30]_Y(20,30]	1	9.071831756238225	1809.273393068668	9.071831756238225
13	3	1995	(30,40]	(30,40]	2012.9917202262943	P13_C3_X(30,40]_Y(30,40]	1	-8.276057040778596	2021.267777267073	-8.276057040778596
13	3	1995	(40,50]	(40,50]	1801.9522656864408	P13_C3_X(40,50]_Y(40,50]	1	-20.21267777267076	1822.1649434591116	-20.21267777267076
13	3	1995	(50,60]	(50,60]	1318.917013402538	P13_C3_X(50,60]_Y(50,60]	1	6.6845076098595655	1312.2325057926785	6.6845076098595655
13	3	1995	(60,70]	(60,70]	1370.483214964312	P13_C3_X(60,70]_Y(60,70]	1	21.963382146681624	1348.5198328176305	21.963382146681624
13	3	1995	(70,80]	(70,80]	1519.6113966414182	P13_C3_X(70,80]_Y(70,80]	1	12.414085561167894	1507.1973110802503	12.414085561167894
13	3	1995	(80,90]	(80,90]	1528.2057635683807	P13_C3_X(80,90]_Y(80,90]	1	-4.9338032358487	1533.1395668042294	-4.9338032358487
13	3	1995	(90,100]	(90,100]	1626.563518399172	P13_C3_X(90,100]_Y(90,100]	1	-5.252113122032597	1631.8156315212045	-5.252113122032597
13	3	1995	(100,110]	(100,110]	1749.5902894092071	P13_C3_X(100,110]_Y(100,110]	1	-43.60845440717958	1793.1987438163867	-43.60845440717958
13	3	1995	(110,120]	(110,120]	1634.8395754399505	P13_C3_X(110,120]_Y(110,120]	1	8.912676813146163	1625.9268986268044	8.912676813146163
13	3	1995	(120,130]	(120,130]	1069.362062634446	P13_C3_X(120,130]_Y(120,130]	1	-57.93239928544995	1127.2944619198959	-57.93239928544995
13	4	1995	(120,130]	(120,130]	831.2662677689702	P13_C4_X(120,130]_Y(120,130]	1	5.411268065124432	825.8549997038458	5.411268065124432
13	4	1995	(130,140]	(130,140]	1841.581846516323	P13_C4_X(130,140]_Y(130,140]	1	-72.57465404990421	1914.1565005662271	-72.57465404990421
13	4	1995	(140,150]	(140,150]	1904.5148941137202	P13_C4_X(140,150]_Y(140,150]	1	-16.07464925228146	1920.5895433660016	-16.07464925228146
13	4	1995	(150,160]	(150,160]	1665.0790146274107	P13_C4_X(150,160]_Y(150,160]	1	3.9788735772974633	1661.1001410501133	3.9788735772974633
13	4	1995	(160,170]	(160,170]	1667.1002824046777	P13_C4_X(160,170]_Y(160,170]	1	16.233804195373295	1650.8664782093044	16.233804195373295
13	4	1995	(170,180]	(170,180]	1832.9397331064329	P13_C4_X(170,180]_Y(170,180]	1	-19.257748114119295	1852.1974812205522	-19.257748114119295
13	4	1995	(180,190]	(180,190]	2018.7467629684973	P13_C4_X(180,190]_Y(180,190]	1	26.578875496346654	1992.1678874721506	26.578875496346654
13	4	1995	(190,200]	(190,200]	1656.936982801868	P13_C4_X(190,200]_Y(190,200]	1	-41.98339867245181	1698.9203814743198	-41.98339867245181
13	4	1995	(200,210]	(200,210]	1672.8776068389136	P13_C4_X(200,210]_Y(200,210]	1	-43.92676429336325	1716.8043711322769	-43.92676429336325
13	4	1995	(210,220]	(210,220]	1834.4198740771876	P13_C4_X(210,220]_Y(210,220]	1	5.092958178940762	1829.3269158982469	5.092958178940762
13	4	1995	(220,230]	(220,230]	2042.276229755203	P13_C4_X(220,230]_Y(220,230]	1	7.480282325319195	2034.7959474298839	7.480282325319195
13	4	1995	(230,240]	(230,240]	1744.8793030936872	P13_C4_X(230,240]_Y(230,240]	1	15.119719593730224	1729.759583499957	15.119719593730224
13	4	1995	(240,250]	(240,250]	1063.7916396262294	P13_C4_X(240,250]_Y(240,250]	1	4.615493349664803	1059.1761462765646	4.615493349664803
14	1	1995	(0,10]	(0,10]	1749.2083175457867	P14_C1_X(0,10]_Y(0,10]	1	8.435211983870431	1740.7731055619163	8.435211983870431
14	1	1995	(10,20]	(10,20]	1538.8691447555375	P14_C1_X(10,20]_Y(10,20]	1	7.002817496043235	1531.8663272594943	7.002817496043235
14	1	1995	(20,30]	(20,30]	1803.066350288084	P14_C1_X(20,30]_Y(20,30]	1	-21.963382146681624	1825.0297324347657	-21.963382146681624
14	1	1995	(30,40]	(30,40]	1573.4057674064788	P14_C1_X(30,40]_Y(30,40]	1	-32.78591827693049	1606.1916856834093	-32.78591827693049
14	1	1995	(40,50]	(40,50]	1978.6938299899907	P14_C1_X(40,50]_Y(40,50]	1	8.276057040778596	1970.4177729492121	8.276057040778596
14	1	1995	(50,60]	(50,60]	1675.5832408714757	P14_C1_X(50,60]_Y(50,60]	1	5.570423008216267	1670.0128178632594	5.570423008216267
14	1	1995	(60,70]	(60,70]	1468.8409697951035	P14_C1_X(60,70]_Y(60,70]	1	6.2070427805838335	1462.6339270145197	6.2070427805838335
14	1	1995	(70,80]	(70,80]	2268.1823475292704	P14_C1_X(70,80]_Y(70,80]	1	16.318156315212036	2251.8641912140583	16.318156315212036
14	1	1995	(80,90]	(80,90]	1675.2012690080553	P14_C1_X(80,90]_Y(80,90]	1	3.810169337619982	1671.3910996704353	3.810169337619982
14	1	1995	(90,100]	(90,100]	1519.1339318121425	P14_C1_X(90,100]_Y(90,100]	1	-26.260565610162757	1545.3944974223052	-26.260565610162757
14	1	1995	(100,110]	(100,110]	1785.4001516048836	P14_C1_X(100,110]_Y(100,110]	1	-26.41972055325482	1811.8198721581384	-26.41972055325482
14	1	1995	(110,120]	(110,120]	1921.897796998217	P14_C1_X(110,120]_Y(110,120]	1	10.663381187157029	1911.23441581106	10.663381187157029
14	1	1995	(120,130]	(120,130]	863.4330733172732	P14_C1_X(120,130]_Y(120,130]	1	5.804380774561423	857.6286925427117	5.804380774561423
14	2	1995	(120,130]	(120,130]	956.0437431530163	P14_C2_X(120,130]_Y(120,130]	1	-22.440846975957243	978.4845901289735	-22.440846975957243
14	2	1995	(130,140]	(130,140]	1605.077601081766	P14_C2_X(130,140]_Y(130,140]	1	10.026761414789462	1595.0508396669766	10.026761414789462
14	2	1995	(140,150]	(140,150]	1531.8663272594943	P14_C2_X(140,150]_Y(140,150]	1	8.276057040778596	1523.5902702187157	8.276057040778596
14	2	1995	(150,160]	(150,160]	1483.0057597302823	P14_C2_X(150,160]_Y(150,160]	1	-6.2070427805838335	1489.2128025108661	-6.2070427805838335
14	2	1995	(160,170]	(160,170]	1615.900137212015	P14_C2_X(160,170]_Y(160,170]	1	-114.42922098421104	1730.329358196226	-114.42922098421104
14	2	1995	(170,180]	(170,180]	1321.6226474351001	P14_C2_X(170,180]_Y(170,180]	1	-65.09437172458547	1386.7170191596856	-65.09437172458547
14	2	1995	(180,190]	(180,190]	1522.6353405601642	P14_C2_X(180,190]_Y(180,190]	1	5.570423008216267	1517.064917551948	5.570423008216267
14	2	1995	(190,200]	(190,200]	1574.9973168373979	P14_C2_X(190,200]_Y(190,200]	1	22.60000191904919	1552.3973149183487	22.60000191904919
14	2	1995	(200,210]	(200,210]	1494.8628029906286	P14_C2_X(200,210]_Y(200,210]	1	26.897185382530324	1467.9656176080982	26.897185382530324
14	2	1995	(210,220]	(210,220]	1571.1775982031925	P14_C2_X(210,220]_Y(210,220]	1	25.62394583779519	1545.5536523653973	25.62394583779519
14	2	1995	(220,230]	(220,230]	2078.722711723247	P14_C2_X(220,230]_Y(220,230]	1	9.54929658551373	2069.173415137733	9.54929658551373
14	2	1995	(230,240]	(230,240]	1919.2494587451679	P14_C2_X(230,240]_Y(230,240]	1	0.477464829275732	1918.7719939158922	0.477464829275732
14	2	1995	(240,250]	(240,250]	1523.4311152756238	P14_C2_X(240,250]_Y(240,250]	1	-8.912676813145936	1532.3437920887698	-8.912676813145936
14	3	1995	(0,10]	(0,10]	1665.508732973759	P14_C3_X(0,10]_Y(0,10]	1	-4.297183463481133	1669.80591643724	-4.297183463481133
14	3	1995	(10,20]	(10,20]	1650.7550697491401	P14_C3_X(10,20]_Y(10,20]	1	-7.798592211502864	1658.553661960643	-7.798592211502864
14	3	1995	(20,30]	(20,30]	1745.7705707750017	P14_C3_X(20,30]_Y(20,30]	1	-57.136624569990545	1802.9071953449923	-57.136624569990545
14	3	1995	(30,40]	(30,40]	1527.233326866089	P14_C3_X(30,40]_Y(30,40]	1	-16.711269024649027	1543.9445958907381	-16.711269024649027
14	3	1995	(40,50]	(40,50]	1571.4959080893761	P14_C3_X(40,50]_Y(40,50]	1	-5.888732894400164	1577.3846409837763	-5.888732894400164
14	3	1995	(50,60]	(50,60]	1898.2410062570375	P14_C3_X(50,60]_Y(50,60]	1	-29.76197435818449	1928.002980615222	-29.76197435818449
14	3	1995	(60,70]	(60,70]	1559.7184423005758	P14_C3_X(60,70]_Y(60,70]	1	31.99014356147086	1527.728298739105	31.99014356147086
14	3	1995	(70,80]	(70,80]	1574.9973168373979	P14_C3_X(70,80]_Y(70,80]	1	4.61549334966503	1570.3818234877328	4.61549334966503
14	3	1995	(80,90]	(80,90]	1741.6325422546124	P14_C3_X(80,90]_Y(80,90]	1	1.9098593171027005	1739.7226829375097	1.9098593171027005
14	3	1995	(90,100]	(90,100]	1505.7012546151866	P14_C3_X(90,100]_Y(90,100]	1	-49.01972247230378	1554.7209770874904	-49.01972247230378
14	3	1995	(100,110]	(100,110]	1380.0325115498258	P14_C3_X(100,110]_Y(100,110]	1	-30.876058959827787	1410.9085705096536	-30.876058959827787
14	3	1995	(110,120]	(110,120]	1600.9395725613767	P14_C3_X(110,120]_Y(110,120]	1	11.618310845705992	1589.3212617156707	11.618310845705992
14	3	1995	(120,130]	(120,130]	988.8296614299468	P14_C3_X(120,130]_Y(120,130]	1	-8.91267681314605	997.7423382430928	-8.91267681314605
14	4	1995	(120,130]	(120,130]	1038.3268487315263	P14_C4_X(120,130]_Y(120,130]	1	6.047887837491999	1032.2789608940343	6.047887837491999
14	4	1995	(130,140]	(130,140]	1906.9945281270918	P14_C4_X(130,140]_Y(130,140]	1	-2.5464790894704947	1909.5410072165623	-2.5464790894704947
14	4	1995	(140,150]	(140,150]	1704.071975684925	P14_C4_X(140,150]_Y(140,150]	1	-9.071831756237998	1713.143807441163	-9.071831756237998
14	4	1995	(150,160]	(150,160]	1637.8635193586965	P14_C4_X(150,160]_Y(150,160]	1	17.98450856938416	1619.8790107893124	17.98450856938416
14	4	1995	(160,170]	(160,170]	1802.5888854588084	P14_C4_X(160,170]_Y(160,170]	1	-17.825353626292326	1820.4142390851007	-17.825353626292326
14	4	1995	(170,180]	(170,180]	1605.0569109391643	P14_C4_X(170,180]_Y(170,180]	1	17.029578910832925	1588.0273320283313	17.029578910832925
14	4	1995	(180,190]	(180,190]	1618.1283064153015	P14_C4_X(180,190]_Y(180,190]	1	26.101410667070922	1592.0268957482306	26.101410667070922
14	4	1995	(190,200]	(190,200]	1866.4100176386585	P14_C4_X(190,200]_Y(190,200]	1	9.230986699329833	1857.1790309393286	9.230986699329833
14	4	1995	(200,210]	(200,210]	1399.1311047208533	P14_C4_X(200,210]_Y(200,210]	1	-137.35071588830579	1536.481820609159	-137.35071588830579
14	4	1995	(210,220]	(210,220]	1349.474762476182	P14_C4_X(210,220]_Y(210,220]	1	-109.65775579031606	1459.132518266498	-109.65775579031606
14	4	1995	(220,230]	(220,230]	1761.3677551980074	P14_C4_X(220,230]_Y(220,230]	1	-98.19859988769963	1859.566355085707	-98.19859988769963
14	4	1995	(230,240]	(230,240]	1888.450930979047	P14_C4_X(230,240]_Y(230,240]	1	-28.056742825056972	1916.507673804104	-28.056742825056972
14	4	1995	(240,250]	(240,250]	990.023323503136	P14_C4_X(240,250]_Y(240,250]	1	4.138028520389298	985.8852949827467	4.138028520389298
15	1	1995	(0,10]	(0,10]	1941.690305721125	P15_C1_X(0,10]_Y(0,10]	1	9.071831756237998	1932.618473964887	9.071831756237998
15	1	1995	(10,20]	(10,20]	1598.0747835857228	P15_C1_X(10,20]_Y(10,20]	1	-5.7295779513081015	1603.804361537031	-5.7295779513081015
15	1	1995	(20,30]	(20,30]	1671.1269024649027	P15_C1_X(20,30]_Y(20,30]	1	-28.329579870357293	1699.45648233526	-28.329579870357293
15	1	1995	(30,40]	(30,40]	1591.708585862047	P15_C1_X(30,40]_Y(30,40]	1	-48.701412586120114	1640.409998448167	-48.701412586120114
15	1	1995	(40,50]	(40,50]	1443.0578690142165	P15_C1_X(40,50]_Y(40,50]	1	1.5915494309190308	1441.4663195832975	1.5915494309190308
15	1	1995	(50,60]	(50,60]	1363.3212425251768	P15_C1_X(50,60]_Y(50,60]	1	12.891550390443399	1350.4296921347334	12.891550390443399
15	1	1995	(60,70]	(60,70]	1523.9085801048993	P15_C1_X(60,70]_Y(60,70]	1	6.2070427805838335	1517.7015373243155	6.2070427805838335
15	1	1995	(70,80]	(70,80]	1349.31560753309	P15_C1_X(70,80]_Y(70,80]	1	-12.57324050425973	1361.8888480373498	-12.57324050425973
15	1	1995	(80,90]	(80,90]	1436.214206461265	P15_C1_X(80,90]_Y(80,90]	1	-44.085919236455084	1480.30012569772	-44.085919236455084
15	1	1995	(90,100]	(90,100]	1340.5620856630358	P15_C1_X(90,100]_Y(90,100]	1	-61.43380803347168	1401.9958936965074	-61.43380803347168
15	1	1995	(100,110]	(100,110]	1397.2212454037506	P15_C1_X(100,110]_Y(100,110]	1	9.390141642421895	1387.8311037613287	9.390141642421895
15	1	1995	(110,120]	(110,120]	1669.4557755624378	P15_C1_X(110,120]_Y(110,120]	1	-4.456338406573195	1673.912113969011	-4.456338406573195
15	1	1995	(120,130]	(120,130]	848.6141565659868	P15_C1_X(120,130]_Y(120,130]	1	-19.09859317102746	867.7127497370143	-19.09859317102746
15	2	1995	(120,130]	(120,130]	907.1035981522584	P15_C2_X(120,130]_Y(120,130]	1	3.66056369111368	903.4430344611447	3.66056369111368
15	2	1995	(130,140]	(130,140]	1833.1323105875747	P15_C2_X(130,140]_Y(130,140]	1	-8.03254997784802	1841.1648605654227	-8.03254997784802
15	2	1995	(140,150]	(140,150]	1805.1353645482789	P15_C2_X(140,150]_Y(140,150]	1	12.573240504259957	1792.562124044019	12.573240504259957
15	2	1995	(150,160]	(150,160]	1634.202955667583	P15_C2_X(150,160]_Y(150,160]	1	16.870423967740862	1617.332531699842	16.870423967740862
15	2	1995	(160,170]	(160,170]	2215.914272668461	P15_C2_X(160,170]_Y(160,170]	1	6.525352666767503	2209.3889200016934	6.525352666767503
15	2	1995	(170,180]	(170,180]	1683.2226781398867	P15_C2_X(170,180]_Y(170,180]	1	-9.071831756237998	1692.2945098961247	-9.071831756237998
15	2	1995	(180,190]	(180,190]	1764.5508540598455	P15_C2_X(180,190]_Y(180,190]	1	34.536622650941354	1730.0142314089042	34.536622650941354
15	2	1995	(190,200]	(190,200]	1930.3903047616004	P15_C2_X(190,200]_Y(190,200]	1	36.28732702495199	1894.1029777366484	36.28732702495199
15	2	1995	(200,210]	(200,210]	2260.3185017911	P15_C2_X(200,210]_Y(200,210]	1	3.660563691113566	2256.6579380999865	3.660563691113566
15	2	1995	(210,220]	(210,220]	1892.8981748174426	P15_C2_X(210,220]_Y(210,220]	1	9.990155777878272	1882.9080190395644	9.990155777878272
15	2	1995	(220,230]	(220,230]	1941.0536859487574	P15_C2_X(220,230]_Y(220,230]	1	-7.9577471545949265	1949.0114331033524	-7.9577471545949265
15	2	1995	(230,240]	(230,240]	1582.3538119847572	P15_C2_X(230,240]_Y(230,240]	1	11.308842900807576	1571.0449690839496	11.308842900807576
15	2	1995	(240,250]	(240,250]	2246.7903316282886	P15_C2_X(240,250]_Y(240,250]	1	-4.29718346348136	2251.08751509177	-4.29718346348136
15	3	1995	(0,10]	(0,10]	1433.7632203376497	P15_C3_X(0,10]_Y(0,10]	1	-33.26338310620622	1467.026603443856	-33.26338310620622
15	3	1995	(10,20]	(10,20]	1662.2142256517566	P15_C3_X(10,20]_Y(10,20]	1	8.912676813146163	1653.3015488386104	8.912676813146163
15	3	1995	(20,30]	(20,30]	1783.156066907288	P15_C3_X(20,30]_Y(20,30]	1	-9.54929658551373	1792.7053634928018	-9.54929658551373
15	3	1995	(30,40]	(30,40]	1743.0649367424396	P15_C3_X(30,40]_Y(30,40]	1	-5.570423008216267	1748.6353597506559	-5.570423008216267
15	3	1995	(40,50]	(40,50]	2152.9048306983796	P15_C3_X(40,50]_Y(40,50]	1	5.25211312203237	2147.652717576347	5.25211312203237
15	3	1995	(50,60]	(50,60]	1629.74661726101	P15_C3_X(50,60]_Y(50,60]	1	3.9788735772974633	1625.7677436837125	3.9788735772974633
15	3	1995	(60,70]	(60,70]	1832.1471414898353	P15_C3_X(60,70]_Y(60,70]	1	5.4956201849631725	1826.6515213048722	5.4956201849631725
15	3	1995	(70,80]	(70,80]	2158.7776480984708	P15_C3_X(70,80]_Y(70,80]	1	19.735212943395254	2139.0424351550755	19.735212943395254
15	3	1995	(80,90]	(80,90]	1654.8930982695294	P15_C3_X(80,90]_Y(80,90]	1	-25.46479089470313	1680.3578891642326	-25.46479089470313
15	3	1995	(90,100]	(90,100]	2152.491027846341	P15_C3_X(90,100]_Y(90,100]	1	5.092958178940535	2147.3980696674003	5.092958178940535
15	3	1995	(100,110]	(100,110]	1941.2446718804676	P15_C3_X(100,110]_Y(100,110]	1	18.461973398659666	1922.782698481808	18.461973398659666
15	3	1995	(110,120]	(110,120]	2002.3283390391373	P15_C3_X(110,120]_Y(110,120]	1	11.618310845708493	1990.7100281934288	11.618310845708493
15	3	1995	(120,130]	(120,130]	877.262046322528	P15_C3_X(120,130]_Y(120,130]	1	-5.729577951308215	882.9916242738362	-5.729577951308215
15	4	1995	(120,130]	(120,130]	805.8014768742669	P15_C4_X(120,130]_Y(120,130]	1	16.711269024649027	789.0902078496179	16.711269024649027
15	4	1995	(130,140]	(130,140]	1934.0222205629575	P15_C4_X(130,140]_Y(130,140]	1	6.6845076098595655	1927.337712953098	6.6845076098595655
15	4	1995	(140,150]	(140,150]	1972.088899851677	P15_C4_X(140,150]_Y(140,150]	1	0.15915494309183487	1971.9297449085852	0.15915494309183487
15	4	1995	(150,160]	(150,160]	1864.1818484353719	P15_C4_X(150,160]_Y(150,160]	1	6.2070427805838335	1857.974805654788	6.2070427805838335
15	4	1995	(160,170]	(160,170]	1818.504379767998	P15_C4_X(160,170]_Y(160,170]	1	-8.912676813146163	1827.4170565811442	-8.912676813146163
15	4	1995	(170,180]	(170,180]	1683.6205654976166	P15_C4_X(170,180]_Y(170,180]	1	26.578875496346654	1657.04169000127	26.578875496346654
15	4	1995	(180,190]	(180,190]	1899.195935915589	P15_C4_X(180,190]_Y(180,190]	1	14.48309982136243	1884.7128360942265	14.48309982136243
15	4	1995	(190,200]	(190,200]	1998.7314373252605	P15_C4_X(190,200]_Y(190,200]	1	-0.477464829275732	1999.2089021545362	-0.477464829275732
15	4	1995	(200,210]	(200,210]	1902.379034777427	P15_C4_X(200,210]_Y(200,210]	1	45.04084889500655	1857.3381858824205	45.04084889500655
15	4	1995	(210,220]	(210,220]	1992.2347325482492	P15_C4_X(210,220]_Y(210,220]	1	13.930832168833604	1978.3039003794156	13.930832168833604
15	4	1995	(220,230]	(220,230]	2057.8574986839	P15_C4_X(220,230]_Y(220,230]	1	-6.366197723675668	2064.2236964075755	-6.366197723675668
15	4	1995	(230,240]	(230,240]	1883.5987514925832	P15_C4_X(230,240]_Y(230,240]	1	8.276057040778596	1875.3226944518046	8.276057040778596
15	4	1995	(240,250]	(240,250]	1838.7170575406687	P15_C4_X(240,250]_Y(240,250]	1	-2.705634032562102	1841.4226915732308	-2.705634032562102
1	1	1997	(0,10]	(0,10]	2076.6934861988257	P1_C1_X(0,10]_Y(0,10]	2	14.323944878270595	2062.369541320555	7.1619724391352975
1	1	1997	(10,20]	(10,20]	1855.6352279913372	P1_C1_X(10,20]_Y(10,20]	2	-26.73803043943849	1882.3732584307756	-13.369015219719245
1	1	1997	(20,30]	(20,30]	1489.53111239705	P1_C1_X(20,30]_Y(20,30]	2	-62.70704757820681	1552.2381599752568	-31.353523789103406
1	1	1997	(30,40]	(30,40]	1795.745222905857	P1_C1_X(30,40]_Y(30,40]	2	38.83380611442249	1756.9114167914345	19.416903057211243
1	1	1997	(40,50]	(40,50]	1608.419854886696	P1_C1_X(40,50]_Y(40,50]	2	-80.0549363752234	1688.4747912619193	-40.0274681876117
1	1	1997	(50,60]	(50,60]	1629.0304200170963	P1_C1_X(50,60]_Y(50,60]	2	19.257748114119295	1609.772671902977	9.628874057059647
1	1	1997	(60,70]	(60,70]	1595.6874594393444	P1_C1_X(60,70]_Y(60,70]	2	23.554931577600655	1572.1325278617437	11.777465788800328
1	1	1997	(70,80]	(70,80]	1571.4959080893761	P1_C1_X(70,80]_Y(70,80]	2	46.791553269017186	1524.704354820359	23.395776634508593
1	1	1997	(80,90]	(80,90]	1533.4976654261861	P1_C1_X(80,90]_Y(80,90]	2	45.995778553557784	1487.5018868726283	22.997889276778892
1	1	1997	(90,100]	(90,100]	1572.8948800391538	P1_C1_X(90,100]_Y(90,100]	2	17.020029614247278	1555.8748504249065	8.510014807123639
1	1	1997	(100,110]	(100,110]	1874.0494549070695	P1_C1_X(100,110]_Y(100,110]	2	25.464790894703356	1848.5846640123661	12.732395447351678
1	1	1997	(110,120]	(110,120]	1347.7145088055856	P1_C1_X(110,120]_Y(110,120]	2	15.278874536822059	1332.4356342687636	7.639437268411029
1	1	1997	(120,130]	(120,130]	600.8099101719055	P1_C1_X(120,130]_Y(120,130]	2	-16.23380419537341	617.0437143672789	-8.116902097686705
1	2	1997	(120,130]	(120,130]	868.6676793955656	P1_C2_X(120,130]_Y(120,130]	2	7.639437268411029	861.0282421271546	3.8197186342055147
1	2	1997	(130,140]	(130,140]	1576.588866268317	P1_C2_X(130,140]_Y(130,140]	2	28.966199642725087	1547.6226666255918	14.483099821362543
1	2	1997	(140,150]	(140,150]	1421.2822897003834	P1_C2_X(140,150]_Y(140,150]	2	-11.58966295595178	1432.8719526563352	-5.79483147797589
1	2	1997	(150,160]	(150,160]	1493.0325211450718	P1_C2_X(150,160]_Y(150,160]	2	56.022539968347246	1437.0099811767245	28.011269984173623
1	2	1997	(160,170]	(160,170]	1579.9311200732466	P1_C2_X(160,170]_Y(160,170]	2	8.276057040778596	1571.655063032468	4.138028520389298
1	2	1997	(170,180]	(170,180]	1645.4631678913347	P1_C2_X(170,180]_Y(170,180]	2	30.557749073644118	1614.9054188176906	15.278874536822059
1	2	1997	(180,190]	(180,190]	1393.7198366557288	P1_C2_X(180,190]_Y(180,190]	2	17.347888797016594	1376.3719478587122	8.673944398508297
1	2	1997	(190,200]	(190,200]	1619.083236073853	P1_C2_X(190,200]_Y(190,200]	2	41.38028520389298	1577.70295086996	20.69014260194649
1	2	1997	(200,210]	(200,210]	1404.9800488794806	P1_C2_X(200,210]_Y(200,210]	2	25.30563595161152	1379.674412927869	12.65281797580576
1	2	1997	(210,220]	(210,220]	1862.96590467015	P1_C2_X(210,220]_Y(210,220]	2	22.91831180523309	1840.0475928649169	11.459155902616544
1	2	1997	(220,230]	(220,230]	1663.3283102533999	P1_C2_X(220,230]_Y(220,230]	2	-31.353523789103292	1694.6818340425032	-15.676761894551646
1	2	1997	(230,240]	(230,240]	1953.6269264530172	P1_C2_X(230,240]_Y(230,240]	2	-1.5915494309190308	1955.2184758839362	-0.7957747154595154
1	2	1997	(240,250]	(240,250]	1182.2029172865998	P1_C2_X(240,250]_Y(240,250]	2	10.504226244065194	1171.6986910425346	5.252113122032597
1	3	1997	(0,10]	(0,10]	1379.7142016636421	P1_C3_X(0,10]_Y(0,10]	2	8.594366926962493	1371.1198347366796	4.297183463481247
1	3	1997	(10,20]	(10,20]	1110.3444604806089	P1_C3_X(10,20]_Y(10,20]	2	-20.69014260194649	1131.0346030825553	-10.345071300973245
1	3	1997	(20,30]	(20,30]	1544.6783001783917	P1_C3_X(20,30]_Y(20,30]	2	23.077466748324923	1521.6008334300668	11.538733374162462
