Plot	SubPlot	TreeFieldNum	Genus	Species	SpeciesLong	Bark	Dawkins	DBH	SLA	LDMC	LT	LA	CC
7	2	586	Symphonia	Indet.	S Indet.	S	5A	31.990143561470994	92.8476	0.3868	292.8	12.0122	73.129
7	2	674	Symphonia	Indet.	S Indet.	S	4B	24.6690161792438	108.8622	0.344	294	27.4076	89.2788
7	2	695	Symphonia	globulifera	S globulifera	G	5B	55.38592019597964	74.5386	0.3574	399.2	37.9378	106.2672
7	2	701	Symphonia	globulifera	S globulifera	G	5A	57.13662456999048	67.8504	0.35159999999999997	474.6	19.12	86.46640000000001
7	2	851	Symphonia	globulifera	S globulifera	G	1B	19.09859317102746	113.2844	0.326	300.4	40.1318	61.1128
7	2	2005	Symphonia	Indet.	S Indet.	S	2B	14.642254764454385	124.5766	0.3492	249	21.788800000000002	73.9392
7	2	2254	Symphonia	Indet.	S Indet.	S	1B	12.73239544735164	130.637	0.3246	256.6	20.5992	74.8366
7	2	2520	Symphonia	globulifera	S globulifera	G	2B	12.095775674984058	96.7146	0.3252	347.2	51.456	61.980599999999995
7	2	2902	Symphonia	Indet.	S Indet.	S	2A	15.597184423005759	127.051	0.3332	250.4	17.2444	77.26180000000001
7	2	2970	Symphonia	Indet.	S Indet.	S	1B	13.687325105903012	135.7236	0.3368	236.2	20.974	76.103
7	2	3049	Symphonia	Indet.	S Indet.	G	2B	12.73239544735164	86.7902	0.318	420.4	37.24	70.5664
7	2	3070	Symphonia	Indet.	S Indet.	S	1B	13.84648004899491	117.25580000000001	0.3582	255	33.086	68.2796
7	3	346	Symphonia	globulifera	S globulifera	G	5A	25.623945837795176	94.3308	0.3322	333	27.4376	73.9326
7	3	620	Symphonia	globulifera	S globulifera	G	5A	53.157750992693096	66.3226	0.3502	457.6	28.92	84.8866
7	3	663	Symphonia	globulifera	S globulifera	G	3B	36.92394679731976	83.4034	0.3502	346	51.6098	77.5694
7	3	679	Symphonia	globulifera	S globulifera	G	3A	23.236621691416744	123.53999999999999	0.27440000000000003	313.2	58.8698	65.6018
7	3	685	Symphonia	globulifera	S globulifera	G	5A	47.42817304138486	100.2856	0.3282	303.4	41.3624	79.7282
7	3	842	Symphonia	globulifera	S globulifera	G	5B	59.84225860255271	77.4658	0.3582	354.4	46.739999999999995	86.3862
7	3	2666	Symphonia	globulifera	S globulifera	G	2B	13.84648004899491	58.4326	0.2458	274.4	24.8466	52.1116
7	3	2802	Symphonia	globulifera	S globulifera	G	4A	24.35070629306001	94.1922	0.3016	398.4	34.54	79.1214
7	3	2806	Symphonia	globulifera	S globulifera	G	1A	12.73239544735164	46.0438	0.2968	311.6	25.7178	66.0984
7	3	2807	Symphonia	globulifera	S globulifera	G	1A	13.050705333535431	138.16719999999998	0.2688	287.8	61.005	63.744
7	3	2812	Symphonia	globulifera	S globulifera	G	1A	15.597184423005759	110.5064	0.2978	291.4	73.2086	63.6282
7	3	2837	Symphonia	globulifera	S globulifera	G	1A	10.504226244065103	105.2434	0.3206	316.2	50.2832	67.9004
7	3	2862	Symphonia	globulifera	S globulifera	G	2B	20.05352282957883	112.9254	0.3038	291	42.0494	77.051
7	3	2936	Symphonia	Indet.	S Indet.	S	1B	13.528170162811117	134.6224	0.33240000000000003	248.4	27.616	74.9786
7	3	2962	Symphonia	globulifera	S globulifera	G	3A	19.894367886486936	114.0068	0.308	303.4	45.0234	71.5142
7	3	2963	Symphonia	globulifera	S globulifera	G	1B	13.687325105903012	140.69060000000002	0.3204	192.2	20.6138	63.4772
7	4	299	Symphonia	globulifera	S globulifera	G	5A	52.043666391049825	87.8094	0.3146	408.6	37.14	85.0406
7	4	371	Symphonia	Indet.	S Indet.	S	4A	33.900002878573744	87.744	0.3398	358.2	18.9604	67.4746
7	4	414	Symphonia	globulifera	S globulifera	G	5A	47.42817304138486	74.88799999999999	0.38380000000000003	377.4	33.2508	80.7896
7	4	518	Symphonia	Indet.	S Indet.	S	3A	24.35070629306001	78.381	0.398	358	16.5558	100.3916
7	4	2102	Symphonia	Indet.	S Indet.	S	2B	22.918311805232953	146.379	0.3202	200.6	25.114	64.818
7	4	2253	Symphonia	Indet.	S Indet.	S	1B	20.371832715762626	110.1186	0.3524	247	17.5472	80.84360000000001
7	4	2504	Symphonia	globulifera	S globulifera	G	3A	22.60000191904916	109.9228	0.3162	320.2	46.9494	74.9234
7	4	2886	Symphonia	globulifera	S globulifera	G	3B	14.960564650638178	113.8798	0.30619999999999997	302.8	42.4078	63.5176
7	4	2901	Symphonia	Indet.	S Indet.	S	1A	13.369015219719222	157.8786	0.3026	203	30.2302	63.7278
8	1	144	Symphonia	globulifera	S globulifera	SG	3A	28.96619964272498	106.7246	0.3522	255.8	21.0816	61.352
8	1	661	Symphonia	sp.1	S sp.1	S	4A	37.24225668350355	106.9272	0.3244	287.6	19.1792	70.3064
8	1	3387	Symphonia	globulifera	S globulifera	S	2B	14.323944878270595	130.7798	0.3292	212.6	24.1352	75.7428
8	2	3476	Symphonia	globulifera	S globulifera	S	2A	13.050705333535431	115.1494	0.3376	253.2	37.056	88.4408
8	3	2842	Symphonia	sp.1	S sp.1	S	3A	26.419720553254653	120.98140000000001	0.3362	255.2	25.084	83.4906
8	3	3218	Symphonia	globulifera	S globulifera	SG	4A	21.167607431222102	85.211	0.3255	336	73.775	86.02074999999999
8	3	3289	Symphonia	sp.1	S sp.1	SG	2B	22.28169203286537	92.7612	0.3168	341.8	43.4768	77.815
8	3	3290	Symphonia	globulifera	S globulifera	SG	4A	24.191551349968115	91.8982	0.3066	337.6	44.0552	73.0758
8	3	3291	Symphonia	globulifera	S globulifera	G	3B	25.14648100851949	91.7038	0.3256	308.8	28.27	82.062
8	3	3303	Symphonia	sp.1	S sp.1	SG	3B	24.509861236151906	96.8158	0.457	318	38.1446	68.2306
8	3	3391	Symphonia	sp.1	S sp.1	S	3A	14.960564650638178	107.8142	0.3474	277.4	24.3046	74.1456
8	3	3399	Symphonia	globulifera	S globulifera	SG	2B	15.91549430918955	102.898	0.4224	294.6	47.144	64.3418
8	3	3487	Symphonia	globulifera	S globulifera	S	1A	11.140846016432684	116.141	0.2812	297.8	54.0738	61.4604
8	3	3491	Symphonia	globulifera	S globulifera	G	1A	11.777465788800267	137.14000000000001	0.279	258	56.3924	68.7276
8	3	3493	Symphonia	globulifera	S globulifera	G	1B	13.369015219719222	135.6638	0.28	251.8	77.8208	73.1532
8	4	3659	Symphonia	globulifera	S globulifera	S	1A	10.345071300973208	152.004	0.3372	152.8	20.738	68.09
9	2	8	Symphonia	Indet.	S Indet.	S	5B	30.876058959827727	74.02720000000001	0.39740000000000003	322	16.5888	98.2354
9	2	11	Symphonia	Indet.	S Indet.	S	5A	28.64788975654119	117.491	0.3456	207	20.3708	71.162
9	2	2870	Symphonia	Indet.	S Indet.	S	2B	15.91549430918955	117.253	0.3598	234.6	17.8594	87.5692
9	2	2888	Symphonia	Indet.	S Indet.	S	2B	16.870423967740923	104.2916	0.3708	286.2	16.1044	90.098
9	3	364	Symphonia	Indet.	S Indet.	S	4A	23.39577663450864	68.1512	0.3726	356.4	16.28	81.946
9	3	661	Symphonia	Indet.	S Indet.	S	4A	23.236621691416744	97.011	0.363	278.6	10.3086	92.1858
9	3	2210	Symphonia	Indet.	S Indet.	S	2B	15.438029479913864	104.5142	0.34959999999999997	255.6	14.9322	104.91120000000001
9	3	2655	Symphonia	Indet.	S Indet.	S	2A	18.14366351247609	92.5758	0.3714	306	16.5496	103.4814
9	3	2658	Symphonia	Indet.	S Indet.	SG	2B	22.918311805232953	92.7924	0.3604	297	16.508	76.4292
9	3	2890	Symphonia	Indet.	S Indet.	S	3A	14.1647899351787	92.5214	0.3542	279.4	16.9946	78.986
9	4	758	Symphonia	Indet.	S Indet.	S	4A	23.236621691416744	93.3964	0.3724	259.2	20.3476	70.7522
10	1	6	Symphonia	Indet.	S Indet.	SG	5A	40.26620060224956	66.74	0.4424	231.8	10.7536	103.3168
10	1	3300	Symphonia	Indet.	S Indet.	G	2B	27.374650211806024	96.4688	0.34199999999999997	281.2	62.8508	71.0516
10	2	638	Symphonia	Indet.	S Indet.	S	4A	38.35634128514682	120.4748	0.3628	179.2	9.1442	74.2998
10	2	948	Symphonia	globulifera	S globulifera	G	5B	46.63239832592538	78.6992	0.3494	241.2	21.2974	89.4704
10	2	3251	Symphonia	Indet.	S Indet.	S	1A	11.140846016432684	140.0718	0.2762	251.2	49.5814	79.7524
10	3	917	Symphonia	Indet.	S Indet.	S	5B	27.374650211806024	90.6702	0.3694	191	11.8808	69.2476
10	3	928	Symphonia	Indet.	S Indet.	S	3A	32.785918276930474	108.598	0.3846	160.2	19.9158	88.4562
10	3	942	Symphonia	Indet.	S Indet.	S	3A	44.24507417954695	118.8995	0.33675	228.75	17.152	67.01975
10	3	2262	Symphonia	Indet.	S Indet.	S	3A	20.371832715762626	125.6914	0.3168	149.6	14.4042	74.8974
10	3	2912	Symphonia	Indet.	S Indet.	S	2C	21.326762374313997	108.1582	0.3368	158.8	19.1558	90.3994
10	3	3103	Symphonia	Indet.	S Indet.	S	1A	10.345071300973208	141.2914	0.3236	199	19.3876	68.17020000000001
10	4	47	Symphonia	Indet.	S Indet.	S	5A	46.79155326901728	71.1926	0.421	259.4	14.898	84.0828
10	4	592	Symphonia	Indet.	S Indet.	S	5B	25.46479089470328	92.8234	0.3994	287.8	7.4496	78.6176
10	4	2668	Symphonia	Indet.	S Indet.	S	3A	24.03239640687622	123.56779999999999	0.3644	123.2	23.5304	70.4644
10	4	2947	Symphonia	globulifera	S globulifera	S	3C	19.576058000303146	101.7438	0.3326	196.8	14.5986	83.9296
11	1	131	Eschweilera	sagotiana	E sagotiana	NA	3A	12.73239544735164	56.856	0.4886	360	52.708	81.1144
11	1	253	Eschweilera	sagotiana	E sagotiana	NA	3C	14.642254764454385	72.95400000000001	0.4294	342.8	98.836	62.1866
11	1	414	Eschweilera	sagotiana	E sagotiana	NA	3A	19.09859317102746	63.1914	0.503	331.2	65.122	73.4862
11	1	443	Eschweilera	sagotiana	E sagotiana	NA	3A	14.642254764454385	71.6626	0.5492	336.8	142.06799999999998	66.3904
11	1	459	Eschweilera	sagotiana	E sagotiana	NA	2C	15.91549430918955	61.8242	0.4818	318.6	120.444	89.2784
11	1	480	Eschweilera	sagotiana	E sagotiana	NA	1B	18.46197339865988	53.5112	0.46540000000000004	394.8	113.318	85.6518
11	1	495	Eschweilera	sagotiana	E sagotiana	NA	3A	20.05352282957883	60.3962	0.4448	381.4	95.774	66.8404
11	1	726	Eschweilera	sagotiana	E sagotiana	NA	3B	32.785918276930474	70.56960000000001	0.4572	319.8	73.648	76.9518
11	1	742	Symphonia	sp.1	S sp.1	S	4A	29.761974358184457	96.008	0.32739999999999997	226.2	8.2328	63.404
11	1	872	Eschweilera	sagotiana	E sagotiana	NA	4B	41.06197531770904	74.1618	0.4734	280.6	65.446	74.3216
11	1	873	Symphonia	sp.1	S sp.1	S	4A	22.28169203286537	107.0004	0.3436	179.4	19.6024	82.1518
11	1	874	Symphonia	globulifera	S globulifera	SG	5B	39.94789071606577	90.1842	0.3576	211.2	21.1982	87.7394
11	1	900	Symphonia	sp.1	S sp.1	S	4A	25.46479089470328	68.1836	0.3428	363.2	7.9312	62.001200000000004
11	1	966	Eschweilera	sagotiana	E sagotiana	NA	4A	28.64788975654119	66.9916	0.4372	354	153.802	78.8948
11	1	985	Eschweilera	sagotiana	E sagotiana	NA	4A	26.260565610162757	66.2398	0.44220000000000004	339.8	76.602	82.4074
11	1	2988	Symphonia	sp.1	S sp.1	S	1A	11.140846016432684	127.2608	0.336	154.8	21.6962	77.8406
11	2	18	Eschweilera	sagotiana	E sagotiana	NA	3A	19.894367886486936	75.4182	0.42719999999999997	326	87.736	66.236
11	2	240	Symphonia	sp.1	S sp.1	S	4A	37.24225668350355	82.8332	0.38120000000000004	244.6	14.086	103.8844
11	2	288	Eschweilera	sagotiana	E sagotiana	NA	4A	35.173242423308906	58.93	0.4762	378.8	46.264	60.7872
11	2	292	Eschweilera	sagotiana	E sagotiana	NA	3A	31.8309886183791	72.5416	0.5616	300.8	68.1	92.4048
11	2	293	Eschweilera	sagotiana	E sagotiana	NA	2B	13.369015219719222	73.3862	0.5466	329.4	94.938	86.594
11	2	571	Eschweilera	sagotiana	E sagotiana	NA	4A	51.56620156177414	52.314	0.5508	409.6	45.202	89.1064
11	2	645	Eschweilera	sagotiana	E sagotiana	NA	5A	40.74366543152525	56.6158	0.5048	381.8	53.782	91.9518
11	2	842	Symphonia	sp.1	S sp.1	S	3A	17.984508569384193	114.297	0.3532	150.2	15.288400000000001	84.8042
11	2	892	Eschweilera	sagotiana	E sagotiana	NA	5A	35.80986219567649	60.2882	0.4492	380.8	66.166	70.5888
11	2	929	Eschweilera	coriacea	E coriacea	NA	2B	21.008452488130207	79.706	0.4262	306.8	120.8	86.4508
11	2	991	Eschweilera	sagotiana	E sagotiana	NA	3C	29.443664472000666	63.3944	0.4654	364.6	67.148	77.11540000000001
11	2	1010	Eschweilera	sagotiana	E sagotiana	NA	2A	13.84648004899491	83.70739999999999	0.4266	284.6	127.8	78.069
11	2	1043	Symphonia	globulifera	S globulifera	G	5A	40.10704565915766	88.305	0.3498	238.8	33.092	77.8654
11	2	1054	Eschweilera	sagotiana	E sagotiana	NA	2B	15.438029479913864	56.9536	0.494	378	138.29	84.88980000000001
11	2	2928	Symphonia	globulifera	S globulifera	G	2A	19.73521294339504	108.3242	0.30519999999999997	202	48.0614	76.82
11	3	122	Eschweilera	sagotiana	E sagotiana	NA	3B	19.257748114119355	56.2376	0.515	319.4	57.166	80.6848
11	3	255	Eschweilera	sagotiana	E sagotiana	NA	3A	16.870423967740923	69.3306	0.4538	325.4	92.616	78.3772
11	3	329	Eschweilera	sagotiana	E sagotiana	NA	2C	20.690142601946416	66.3206	0.4514	357.4	70.586	69.3038
11	3	396	Eschweilera	sagotiana	E sagotiana	NA	3C	22.122537089773473	64.153	0.4586	343.2	77.53999999999999	84.7056
11	3	481	Eschweilera	sagotiana	E sagotiana	NA	4A	49.17887741539571	50.6122	0.47759999999999997	418.6	49.75	68.7494
11	3	505	Eschweilera	sagotiana	E sagotiana	NA	2A	10.345071300973208	81.848	0.4152	279.6	122.022	81.9088
11	3	516	Eschweilera	sagotiana	E sagotiana	NA	2B	23.07746674832485	48.3266	0.4948	411	59.968	94.938
11	3	537	Eschweilera	sagotiana	E sagotiana	NA	3A	20.05352282957883	74.4024	0.4032	317.8	90.11399999999999	82.9406
11	3	680	Eschweilera	sagotiana	E sagotiana	NA	1B	12.095775674984058	84.01559999999999	0.43	287.8	118.8	83.7174
11	3	751	Eschweilera	sagotiana	E sagotiana	NA	2B	21.645072260497788	63.0168	0.5132	317.8	93.372	85.633
11	3	845	Eschweilera	sagotiana	E sagotiana	NA	5A	38.35634128514682	58.797	0.4734	370.8	64.79599999999999	62.8436
11	4	236	Eschweilera	sagotiana	E sagotiana	NA	4C	42.335214862444204	79.5684	0.427	314	65.258	53.5316
11	4	299	Eschweilera	sagotiana	E sagotiana	NA	2B	33.104228163114264	66.4436	0.4592	348.6	101.378	83.1598
11	4	352	Symphonia	sp.1	S sp.1	S	3A	30.557749073643937	67.465	0.3894	270.8	13.4758	86.7966
11	4	425	Symphonia	sp.1	S sp.1	S	5A	34.69577759403322	85.1216	0.36	245.2	11.8758	91.8026
11	4	471	Eschweilera	sagotiana	E sagotiana	NA	3C	25.46479089470328	57.2122	0.5486	377.4	51.876	75.5862
11	4	569	Symphonia	sp.1	S sp.1	SG	5B	33.581692992389954	81.103	0.351	256.2	10.8412	76.8018
11	4	608	Symphonia	sp.1	S sp.1	S	3A	21.008452488130207	88.447	0.39640000000000003	175.2	10.344199999999999	88.8806
11	4	734	Eschweilera	sagotiana	E sagotiana	NA	1B	15.91549430918955	70.196	0.4768	330.2	80.59	76.5434
11	4	797	Symphonia	sp.1	S sp.1	S	5B	42.335214862444204	94.2012	0.375	222	11.0268	73.9362
11	4	819	Eschweilera	sagotiana	E sagotiana	NA	4A	22.28169203286537	60.2642	0.4376	408	60.916000000000004	71.71860000000001
11	4	911	Eschweilera	coriacea	E coriacea	NA	1B	11.140846016432684	97.23100000000001	0.4556	239.8	70.736	68.3256
11	4	912	Eschweilera	sagotiana	E sagotiana	NA	1B	13.209860276627326	67.2386	0.4716	316.8	169.01	77.2542
11	4	983	Symphonia	sp.1	S sp.1	S	5A	36.60563691113597	64.82679999999999	0.39799999999999996	324.2	8.3334	96.5072
11	4	1070	Symphonia	globulifera	S globulifera	G	5A	68.91409035879074	66.1154	0.3784	292	24.02	91.9262
11	4	2209	Eschweilera	sagotiana	E sagotiana	NA	1B	12.254930618075953	89.8282	0.4336	262.8	181.994	64.6656
11	4	2835	Eschweilera	sagotiana	E sagotiana	NA	2B	13.050705333535431	84.8858	0.3762	265.6	98.128	60.1834
11	4	2928	Symphonia	sp.1	S sp.1	S	2B	11.459155902616477	133.7208	0.3142	138.4	18.1676	75.515
11	4	2943	Symphonia	sp.1	S sp.1	S	1A	10.981691073340789	128.30259999999998	0.3162	163	24.6978	72.654
12	1	330	Symphonia	sp.1	S sp.1	S	3A	25.46479089470328	133.6466	0.34159999999999996	139.4	26.4424	75.1968
12	1	486	Symphonia	sp.1	S sp.1	S	3A	25.14648100851949	148.8216	0.3156	138.8	23.6094	64.7032
12	1	2885	Symphonia	sp.1	S sp.1	S	1A	13.528170162811117	109.083	0.3474	182	15.572600000000001	71.9072
12	2	632	Symphonia	sp.1	S sp.1	SG	3A	29.921129301276356	126.96940000000001	0.3152	142.4	29.8916	74.98819999999999
12	2	1147	Symphonia	sp.1	S sp.1	SG	4A	30.876058959827727	127.8466	0.3756	178.6	17.776600000000002	73.7664
12	2	2351	Symphonia	sp.1	S sp.1	S	4A	28.3295798703574	86.638	0.4114	174.8	11.6882	97.039
12	2	2800	Symphonia	sp.1	S sp.1	S	3A	27.69296009798982	74.0444	0.4152	210	16.189999999999998	107.2138
12	2	3221	Symphonia	sp.1	S sp.1	S	1A	11.777465788800267	126.9108	0.3574	189.8	30.5284	78.97319999999999
12	3	2850	Symphonia	sp.1	S sp.1	S	2B	21.167607431222102	137.4998	0.317	164	16.177	61.351800000000004
12	4	3276	Symphonia	globulifera	S globulifera	S	2B	13.050705333535431	78.02025	0.41275	257	14.17775	90.70875
13	1	1	Eschweilera	sagotiana	E sagotiana	NA	5A	44.56338406573074	64.6356	0.4554	328	46.998	73.06
13	1	5	Eschweilera	sagotiana	E sagotiana	NA	2A	14.960564650638178	69.6114	0.4682	311.4	126.396	89.019
13	1	13	Eschweilera	sagotiana	E sagotiana	NA	3C	24.98732606542759	54.3488	0.4086	404.2	51.314	74.5118
13	1	53	Eschweilera	sagotiana	E sagotiana	NA	2A	15.756339366097654	56.565200000000004	0.4888	328.8	45.732	67.6878
13	1	105	Eschweilera	sagotiana	E sagotiana	NA	3B	10.504226244065103	86.9778	0.4658	262	110.06	83.72840000000001
13	1	108	Eschweilera	sagotiana	E sagotiana	NA	3c	30.876058959827727	54.3324	0.4674	375	39.322	64.221
13	1	235	Symphonia	sp.1	S sp.1	G	4A	52.043666391049825	106.08500000000001	0.3256	323.8	11.5384	79.9522
13	1	655	Symphonia	sp.1	S sp.1	S	5A	45.35915878119022	89.1886	0.35	352.6	10.8992	61.986000000000004
13	1	782	Symphonia	globulifera	S globulifera	G	5B	63.025357464390616	95.7302	0.30219999999999997	393.6	32.1054	72.6712
13	1	785	Symphonia	globulifera	S globulifera	G	4B	71.30141450516918	81.908	0.3302	430.6	24.078799999999998	86.3542
13	1	791	Eschweilera	wachenheimii	E wachenheimii	NA	3A	13.209860276627326	102.9924	0.4872	203.6	48.206	88.6046
13	1	816	Eschweilera	wachenheimii	E wachenheimii	NA	2A	15.597184423005759	106.2586	0.5032	168.6	28.85	61.324799999999996
13	1	880	Eschweilera	sagotiana	E sagotiana	NA	2A	14.1647899351787	80.1802	0.4198	301.6	60.536	67.36
13	1	886	Eschweilera	sagotiana	E sagotiana	NA	3C	18.46197339865988	72.48559999999999	0.4618	334.2	92.87	58.949
13	1	894	Symphonia	sp.1	S sp.1	S	2A	17.825353626292294	104.7708	0.4038	298.2	20.3406	87.3192
13	1	922	Symphonia	globulifera	S globulifera	G	5A	78.46338694430447	87.4062	0.324	395.6	35.74	74.5382
13	1	941	Symphonia	sp.1	S sp.1	S	3A	29.60281941509256	116.0076	0.3358	297.2	22.2552	67.0184
13	1	991	Eschweilera	sagotiana	E sagotiana	NA	3C	24.509861236151906	62.761	0.4554	372.2	66.8	71.4134
13	1	1050	Symphonia	globulifera	S globulifera	G	5B	55.38592019597964	78.4098	0.2984	504	13.48	88.3706
13	1	1085	Symphonia	globulifera	S globulifera	G	5B	52.839441106509305	91.809	0.3048	408.6	24.9932	68.8682
13	1	2803	Symphonia	globulifera	S globulifera	G	3B	25.46479089470328	85.6964	0.3274	389.4	24.061600000000002	57.6256
13	1	2829	Eschweilera	wachenheimii	E wachenheimii	NA	2A	11.618310845708372	113.6384	0.4944	190.8	30.302	70.92739999999999
13	1	2849	Symphonia	globulifera	S globulifera	G	2B	18.46197339865988	102.2032	0.3466	298	19.9298	82.2982
13	1	2911	Eschweilera	wachenheimii	E wachenheimii	NA	1B	11.140846016432684	113.0326	0.4484	188.4	30.997999999999998	64.1592
13	2	73	Symphonia	globulifera	S globulifera	G	4A	56.97746962689859	175.7144	0.2662	235.4	25.5976	66.6472
13	2	103	Symphonia	globulifera	S globulifera	G	3B	24.828171122335696	108.833	0.354	270	21.273799999999998	66.6766
13	2	104	Symphonia	globulifera	S globulifera	G	2B	29.60281941509256	85.3038	0.36819999999999997	336.8	15.4766	83.94800000000001
13	2	107	Symphonia	globulifera	S globulifera	G	3B	31.671833675287203	103.9826	0.2938	362.4	41.6658	55.093599999999995
13	2	146	Eschweilera	coriacea	E coriacea	NA	2B	19.09859317102746	83.6	0.4296	257.8	47.492000000000004	98.8026
13	2	272	Eschweilera	coriacea	E coriacea	NA	2B	15.278874536821968	89.42	0.4406	220	87.16799999999999	90.3328
13	2	290	Symphonia	sp.1	S sp.1	S	1A	21.326762374313997	128.2862	0.3054	265.8	23.021	73.1838
13	2	300	Symphonia	globulifera	S globulifera	G	1B	23.07746674832485	115.5478	0.3804	215	28.7846	69.8554
13	2	301	Symphonia	globulifera	S globulifera	G	2B	32.785918276930474	105.6592	0.3714	266.2	15.479000000000001	62.8376
13	2	304	Symphonia	globulifera	S globulifera	G	5A	43.767609350271265	117.5904	0.3066	241.2	14.771	71.414
13	2	455	Eschweilera	squamata	E squamata	NA	2A	13.050705333535431	123.4426	0.3388	256.2	37.653999999999996	51.477
13	2	469	Symphonia	sp.1	S sp.1	G	2B	23.554931577600534	126.5912	0.3096	263.8	21.5886	76.3578
13	2	472	Symphonia	sp.1	S sp.1	G	3A	27.056340325622234	127.2464	0.3272	259	18.1284	69.6328
13	2	504	Symphonia	sp.1	S sp.1	G	1A	15.756339366097654	112.0536	0.3522	265.6	18.1708	84.1328
13	2	629	Symphonia	globulifera	S globulifera	G	5A	41.69859509007662	68.8306	0.341	480	32.18	76.9278
13	2	662	Symphonia	sp.1	S sp.1	G	3A	23.873241463784325	95.574	0.3495	324.75	16.700499999999998	65.7655
13	2	670	Symphonia	globulifera	S globulifera	G	5B	77.667612228845	76.17739999999999	0.35359999999999997	411.6	19.22	49.6354
13	2	709	Symphonia	sp.1	S sp.1	G	2B	13.050705333535431	107.68939999999999	0.34500000000000003	293.4	17.003600000000002	62.6682
13	2	714	Symphonia	globulifera	S globulifera	G	4A	42.01690497626041	99.7156	0.36519999999999997	289.4	18.8384	64.482
13	2	881	Eschweilera	pedicellata	E pedicellata	NA	4A	11.459155902616477	131.6808	0.3348	237	20.36	32.9394
13	2	883	Eschweilera	sagotiana	E sagotiana	NA	2A	13.369015219719222	66.8906	0.47659999999999997	310	90.296	103.0126
13	2	928	Symphonia	globulifera	S globulifera	G	4A	40.90282037461714	102.9102	0.33	347	36.9296	73.122
13	2	929	Symphonia	globulifera	S globulifera	G	3A	49.65634224467139	93.3674	0.3402	353.8	29.3286	68.2536
13	2	931	Symphonia	globulifera	S globulifera	G	3A	41.539440146984724	113.7746	0.2914	341.6	39.7038	60.5794
13	2	2819	Symphonia	globulifera	S globulifera	G	1A	12.414085561167848	110.0214	0.2574	376.8	51.9702	52.748400000000004
13	2	2894	Symphonia	globulifera	S globulifera	G	1B	12.254930618075953	139.9216	0.271	279	45.6084	61.1766
13	3	113	Symphonia	sp.1	S sp.1	S	4A	31.194368846011518	91.33840000000001	0.3622	337.4	11.241800000000001	76.9728
13	3	227	Eschweilera	sagotiana	E sagotiana	NA	4A	41.69859509007662	63.3618	0.4596	343.2	97.35000000000001	77.4588
13	3	392	Symphonia	sp.1	S sp.1	S	1B	34.059157821665636	118.26480000000001	0.31880000000000003	283.8	17.9256	73.9338
13	3	479	Symphonia	globulifera	S globulifera	G	4B	56.02253996834722	97.5708	0.3252	357.8	39.7844	68.9562
13	3	507	Eschweilera	pedicellata	E pedicellata	NA	2B	17.825353626292294	83.132	0.4944	236.6	37.574	58.8006
13	3	538	Symphonia	globulifera	S globulifera	G	4A	47.74648292756865	93.529	0.3304	344.4	25.0082	63.716
13	3	542	Symphonia	globulifera	S globulifera	G	3B	53.79437076506068	94.6584	0.3216	367.2	39.2734	51.6304
13	3	619	Eschweilera	sagotiana	E sagotiana	NA	5A	37.56056656968734	74.0332	0.4642	274	56.254	78.23780000000001
13	3	894	Eschweilera	coriacea	E coriacea	NA	1B	11.936620731892162	96.1824	0.504	205.8	115.784	75.8018
13	3	957	Eschweilera	sagotiana	E sagotiana	NA	3C	24.6690161792438	72.0314	0.42	315.8	154.364	82.8892
13	3	2805	Eschweilera	pedicellata	E pedicellata	NA	2B	11.618310845708372	91.3882	0.5132	222.2	38.048	65.2248
13	3	2888	Symphonia	sp.1	S sp.1	S	1A	14.005634992086804	143.3448	0.315	245.4	29.9486	61.3498
13	4	130	Eschweilera	sagotiana	E sagotiana	NA	3A	47.90563787066055	78.5044	0.4276	325.2	75.178	77.1586
13	4	149	Symphonia	sp.1	S sp.1	S	5A	39.78873577297387	74.7124	0.404	378.2	10.4914	74.972
13	4	153	Symphonia	sp.1	S sp.1	S	5A	39.15211600060629	93.304	0.3528	353	11.716	63.89
13	4	361	Symphonia	globulifera	S globulifera	SG	5B	40.74366543152525	106.0468	0.3518	280.6	18.8648	69.4796
13	4	659	Symphonia	sp.1	S sp.1	S	5A	50.61127190322277	87.0958	0.3932	322	11.8368	81.67
13	4	772	Eschweilera	sagotiana	E sagotiana	NA	2B	29.921129301276356	67.7782	0.45	334.8	68.378	60.174800000000005
13	4	806	Eschweilera	sagotiana	E sagotiana	NA	2B	21.645072260497788	51.2262	0.4698	448.6	48.534	85.1282
13	4	873	Eschweilera	sagotiana	E sagotiana	NA	3C	32.14929850456289	61.97	0.4376	366.4	49.356	84.7986
13	4	888	Eschweilera	sagotiana	E sagotiana	NA	3A	27.852115041081714	68.959	0.4134	353	80.684	59.7104
14	1	7	Symphonia	sp.1	S sp.1	S	4B	23.873241463784325	83.69839999999999	0.3772	365.6	16.729	92.0258
14	1	14	Symphonia	globulifera	S globulifera	G	5B	43.290144520995575	87.7552	0.3448	399	44.535199999999996	69.178
14	1	25	Symphonia	sp.1	S sp.1	S	2B	15.278874536821968	114.2798	0.379	257.6	17.1666	70.1918
14	1	87	Symphonia	sp.1	S sp.1	S	2B	23.554931577600534	127.27600000000001	0.3138	284.6	26.5568	70.57
14	1	221	Eschweilera	sagotiana	E sagotiana	NA	3C	40.58451048843335	60.385	0.4642	357.2	59.802	64.6068
